plz,bfs,canton,village,zip-share
8914,1,ZH,Aeugst am Albis,100
8914,1,ZH,Aeugstertal,100
8909,2,ZH,Zwillikon,100
8910,2,ZH,Affoltern am Albis,100
8906,3,ZH,Bonstetten,100
8915,4,ZH,Hausen am Albis,100
8925,4,ZH,Ebertswil,100
8908,5,ZH,Hedingen,100
8926,6,ZH,Kappel am Albis,100
8926,6,ZH,Hauptikon,100
8926,6,ZH,Uerzlikon,100
8934,7,ZH,Knonau,100
8933,8,ZH,Maschwanden,100
8932,9,ZH,Mettmenstetten,100
8912,10,ZH,Obfelden,100
8913,11,ZH,Ottenbach,100
8911,12,ZH,Rifferswil,100
8143,13,ZH,Stallikon,100
8143,13,ZH,Uetliberg,100
8907,14,ZH,Wettswil,100
8452,21,ZH,Adlikon b. Andelfingen,100
8463,22,ZH,Benken ZH,100
8415,23,ZH,Berg am Irchel,100
8415,23,ZH,Gräslikon,100
8414,24,ZH,Buch am Irchel,100
8447,25,ZH,Dachsen,100
8458,26,ZH,Dorf,100
8245,27,ZH,Feuerthalen,100
8246,27,ZH,Langwiesen,100
8416,28,ZH,Flaach,100
8247,29,ZH,Flurlingen,100
8450,30,ZH,Andelfingen,100
8444,31,ZH,Henggart,100
8457,32,ZH,Humlikon,100
8451,33,ZH,Kleinandelfingen,100
8453,33,ZH,Alten,100
8461,33,ZH,Oerlingen,100
8212,34,ZH,Nohl,100
8248,34,ZH,Uhwiesen,100
8460,35,ZH,Marthalen,100
8464,35,ZH,Ellikon am Rhein,100
8475,37,ZH,Ossingen,100
8462,38,ZH,Rheinau,100
8478,39,ZH,Thalheim an der Thur,100
8465,40,ZH,Rudolfingen,100
8465,40,ZH,Wildensbuch,100
8466,40,ZH,Trüllikon,100
8467,41,ZH,Truttikon,100
8459,43,ZH,Volken,100
8184,51,ZH,Bachenbülach,100
8303,52,ZH,Bassersdorf,100
8180,53,ZH,Bülach,100
8305,54,ZH,Dietlikon,100
8193,55,ZH,Eglisau,100
8424,56,ZH,Embrach,100
8427,57,ZH,Freienstein,100
8428,57,ZH,Teufen ZH,100
8192,58,ZH,Glattfelden,100
8192,58,ZH,Zweidlen,100
8182,59,ZH,Hochfelden,100
8181,60,ZH,Höri,100
8194,61,ZH,Hüntwangen,100
8302,62,ZH,Kloten,100
8426,63,ZH,Lufingen,100
8309,64,ZH,Nürensdorf,100
8425,65,ZH,Oberembrach,100
8152,66,ZH,Glattbrugg,100
8152,66,ZH,Opfikon,100
8152,66,ZH,Glattpark (Opfikon),100
8197,67,ZH,Rafz,100
8427,68,ZH,Rorbas,100
8304,69,ZH,Wallisellen,100
8195,70,ZH,Wasterkingen,100
8196,71,ZH,Wil ZH,100
8185,72,ZH,Winkel,100
8164,81,ZH,Bachs,100
8113,82,ZH,Boppelsen,100
8107,83,ZH,Buchs ZH,100
8108,84,ZH,Dällikon,100
8114,85,ZH,Dänikon ZH,100
8157,86,ZH,Dielsdorf,100
8115,87,ZH,Hüttikon,100
8173,88,ZH,Neerach,100
8172,89,ZH,Niederglatt ZH,100
8155,90,ZH,Niederhasli,100
8155,90,ZH,Nassenwil,100
8156,90,ZH,Oberhasli,100
8166,91,ZH,Niederweningen,100
8154,92,ZH,Oberglatt ZH,100
8165,93,ZH,Oberweningen,100
8112,94,ZH,Otelfingen,100
8158,95,ZH,Regensberg,100
8105,96,ZH,Regensdorf,100
8105,96,ZH,Watt,100
8106,96,ZH,Adlikon b. Regensdorf,100
8153,97,ZH,Rümlang,100
8165,98,ZH,Schleinikon,100
8165,99,ZH,Schöfflisdorf,100
8174,100,ZH,Stadel b. Niederglatt,100
8175,100,ZH,Windlach,100
8162,101,ZH,Steinmaur,100
8162,101,ZH,Sünikon,100
8187,102,ZH,Weiach,100
8344,111,ZH,Bäretswil,100
8345,111,ZH,Adetswil,100
8608,112,ZH,Bubikon,100
8633,112,ZH,Wolfhausen,100
8632,113,ZH,Tann,100
8635,113,ZH,Dürnten,100
8496,114,ZH,Steg im Tösstal,100
8497,114,ZH,Fischenthal,100
8498,114,ZH,Gibswil,100
8614,115,ZH,Bertschikon (Gossau ZH),100
8624,115,ZH,Grüt (Gossau ZH),100
8625,115,ZH,Gossau ZH,100
8626,115,ZH,Ottikon (Gossau ZH),100
8627,116,ZH,Grüningen,100
8340,117,ZH,Hinwil,100
8342,117,ZH,Wernetshausen,100
8630,118,ZH,Rüti ZH,100
8607,119,ZH,Aathal-Seegräben,100
8636,120,ZH,Wald ZH,100
8637,120,ZH,Laupen ZH,100
8620,121,ZH,Wetzikon ZH,100
8623,121,ZH,Wetzikon ZH,100
8134,131,ZH,Adliswil,100
8802,135,ZH,Kilchberg ZH,100
8135,136,ZH,Langnau am Albis,100
8942,137,ZH,Oberrieden,100
8805,138,ZH,Richterswil,100
8833,138,ZH,Samstagern,100
8803,139,ZH,Rüschlikon,100
8136,141,ZH,Gattikon,100
8800,141,ZH,Thalwil,100
8703,151,ZH,Erlenbach ZH,100
8704,152,ZH,Herrliberg,100
8634,153,ZH,Hombrechtikon,100
8714,153,ZH,Feldbach,100
8127,154,ZH,Forch,100
8700,154,ZH,Küsnacht ZH,100
8708,155,ZH,Männedorf,100
8706,156,ZH,Meilen,100
8618,157,ZH,Oetwil am See,100
8712,158,ZH,Stäfa,100
8713,158,ZH,Uerikon,100
8707,159,ZH,Uetikon am See,100
8126,160,ZH,Zumikon,100
8125,161,ZH,Zollikerberg,100
8702,161,ZH,Zollikon,100
8320,172,ZH,Fehraltorf,100
8335,173,ZH,Hittnau,100
8310,176,ZH,Kemptthal,100
8310,176,ZH,Grafstal,100
8312,176,ZH,Winterberg ZH,100
8315,176,ZH,Lindau,100
8317,176,ZH,Tagelswangen,100
8330,177,ZH,Pfäffikon ZH,100
8331,177,ZH,Auslikon,100
8322,178,ZH,Madetswil,100
8322,178,ZH,Gündisau,100
8332,178,ZH,Russikon,100
8332,178,ZH,Rumlikon,100
8484,180,ZH,Weisslingen,100
8484,180,ZH,Neschwil,100
8484,180,ZH,Theilingen,100
8492,181,ZH,Wila,100
8489,182,ZH,Wildberg,100
8489,182,ZH,Schalchen,100
8489,182,ZH,Ehrikon,100
8044,191,ZH,Gockhausen,100
8600,191,ZH,Dübendorf,100
8132,192,ZH,Egg b. Zürich,100
8132,192,ZH,Hinteregg,100
8133,192,ZH,Esslingen,100
8117,193,ZH,Fällanden,100
8118,193,ZH,Pfaffhausen,100
8121,193,ZH,Benglen,100
8606,194,ZH,Greifensee,100
8122,195,ZH,Binz,100
8123,195,ZH,Ebmatingen,100
8124,195,ZH,Maur,100
8617,196,ZH,Mönchaltorf,100
8603,197,ZH,Schwerzenbach,100
8606,198,ZH,Nänikon,100
8610,198,ZH,Uster,100
8614,198,ZH,Sulzbach,100
8615,198,ZH,Wermatswil,100
8615,198,ZH,Freudwil,100
8616,198,ZH,Riedikon,100
8604,199,ZH,Volketswil,100
8605,199,ZH,Gutenswil,100
8306,200,ZH,Brüttisellen,100
8602,200,ZH,Wangen b. Dübendorf,100
8479,211,ZH,Altikon,100
8311,213,ZH,Brütten,100
8471,214,ZH,Rutschwil (Dägerlen),100
8471,214,ZH,Dägerlen,100
8471,214,ZH,Oberwil (Dägerlen),100
8471,214,ZH,Berg (Dägerlen),100
8471,214,ZH,Bänk (Dägerlen),100
8421,215,ZH,Dättlikon,100
8474,216,ZH,Dinhard,100
8548,218,ZH,Ellikon an der Thur,100
8352,219,ZH,Elsau,100
8523,220,ZH,Hagenbuch ZH,100
8442,221,ZH,Hettlingen,100
8412,223,ZH,Aesch (Neftenbach),100
8412,223,ZH,Riet (Neftenbach),100
8412,223,ZH,Hünikon (Neftenbach),100
8413,223,ZH,Neftenbach,100
8422,224,ZH,Pfungen,100
8545,225,ZH,Rickenbach ZH,100
8545,225,ZH,Rickenbach Sulz,100
8418,226,ZH,Schlatt ZH,100
8472,227,ZH,Seuzach,100
8488,228,ZH,Turbenthal,100
8495,228,ZH,Schmidrüti,100
8352,230,ZH,Ricketwil (Winterthur),100
8400,230,ZH,Winterthur,100
8404,230,ZH,Winterthur,100
8404,230,ZH,Reutlingen (Winterthur),100
8404,230,ZH,Stadel (Winterthur),100
8405,230,ZH,Winterthur,100
8406,230,ZH,Winterthur,100
8408,230,ZH,Winterthur,100
8409,230,ZH,Winterthur,100
8482,230,ZH,Sennhof (Winterthur),100
8483,231,ZH,Kollbrunn,100
8486,231,ZH,Rikon im Tösstal,100
8487,231,ZH,Zell ZH,100
8487,231,ZH,Rämismühle,100
8904,241,ZH,Aesch ZH,100
8903,242,ZH,Birmensdorf ZH,100
8953,243,ZH,Dietikon,100
8951,244,ZH,Fahrweid,100
8954,244,ZH,Geroldswil,100
8102,245,ZH,Oberengstringen,100
8955,246,ZH,Oetwil an der Limmat,100
8952,247,ZH,Schlieren,100
8142,248,ZH,Uitikon Waldegg,100
8103,249,ZH,Unterengstringen,100
8902,250,ZH,Urdorf,100
8104,251,ZH,Weiningen ZH,100
8001,261,ZH,Zürich,100
8002,261,ZH,Zürich,100
8003,261,ZH,Zürich,100
8004,261,ZH,Zürich,100
8005,261,ZH,Zürich,100
8006,261,ZH,Zürich,100
8008,261,ZH,Zürich,100
8032,261,ZH,Zürich,100
8037,261,ZH,Zürich,100
8038,261,ZH,Zürich,100
8041,261,ZH,Zürich,100
8044,261,ZH,Zürich,100
8045,261,ZH,Zürich,100
8046,261,ZH,Zürich,100
8047,261,ZH,Zürich,100
8048,261,ZH,Zürich,100
8049,261,ZH,Zürich,100
8050,261,ZH,Zürich,100
8051,261,ZH,Zürich,100
8052,261,ZH,Zürich,100
8053,261,ZH,Zürich,100
8055,261,ZH,Zürich,100
8057,261,ZH,Zürich,100
8064,261,ZH,Zürich,100
8468,292,ZH,Waltalingen,100
8468,292,ZH,Guntalingen,100
8476,292,ZH,Unterstammheim,100
8477,292,ZH,Oberstammheim,100
8525,292,ZH,Wilen b. Neunforn,100
8804,293,ZH,Au ZH,100
8820,293,ZH,Wädenswil,100
8824,293,ZH,Schönenberg ZH,100
8825,293,ZH,Hütten,100
8353,294,ZH,Elgg,100
8354,294,ZH,Hofstetten ZH,100
8354,294,ZH,Dickbuch,100
8135,295,ZH,Sihlbrugg Station,100
8135,295,ZH,Sihlwald,100
8810,295,ZH,Horgen,100
8815,295,ZH,Horgenberg,100
8816,295,ZH,Hirzel,100
8307,296,ZH,Effretikon,100
8307,296,ZH,Ottikon b. Kemptthal,100
8308,296,ZH,Illnau,100
8308,296,ZH,Agasul,100
8314,296,ZH,Kyburg,100
8493,297,ZH,Saland,100
8494,297,ZH,Bauma,100
8499,297,ZH,Sternenberg,100
8542,298,ZH,Wiesendangen,100
8543,298,ZH,Bertschikon,100
8543,298,ZH,Gundetswil,100
8543,298,ZH,Kefikon ZH,100
8544,298,ZH,Attikon,100
8546,298,ZH,Menzengrüt,100
3270,301,BE,Aarberg,100
3282,302,BE,Bargen BE,100
3257,303,BE,Grossaffoltern,100
3257,303,BE,Ammerzwil BE,100
3262,303,BE,Suberg,100
3207,304,BE,Golaten,100
3283,304,BE,Kallnach,100
3283,304,BE,Niederried b. Kallnach,100
3273,305,BE,Kappelen,100
3250,306,BE,Lyss,100
3292,306,BE,Busswil BE,100
3042,307,BE,Ortschwaben,100
3045,307,BE,Meikirch,100
3046,307,BE,Wahlendorf,100
3036,309,BE,Detligen,100
3271,309,BE,Radelfingen b. Aarberg,100
3053,310,BE,Lätti,100
3251,310,BE,Ruppoldsried,100
3255,310,BE,Rapperswil BE,100
3256,310,BE,Dieterswil,100
3256,310,BE,Bangerten b. Dieterswil,100
3256,310,BE,Seewil,100
3054,311,BE,Schüpfen,100
3035,312,BE,Frieswil,100
3266,312,BE,Wiler b. Seedorf,100
3267,312,BE,Seedorf BE,100
3268,312,BE,Lobsigen,100
4912,321,BE,Aarwangen,100
4944,322,BE,Auswil,100
4913,323,BE,Bannwil,100
3368,324,BE,Bleienbach,100
4917,325,BE,Busswil b. Melchnau,100
4955,326,BE,Gondiswil,100
4900,329,BE,Langenthal,100
4916,329,BE,Untersteckholz,100
4924,329,BE,Obersteckholz,100
4932,331,BE,Lotzwil,100
4932,332,BE,Gutenburg,100
4934,332,BE,Madiswil,100
4935,332,BE,Leimiswil,100
4936,332,BE,Kleindietwil,100
4917,333,BE,Melchnau,100
4943,335,BE,Oeschenbach,100
4919,336,BE,Reisiswil,100
4914,337,BE,Roggwil BE,100
4938,338,BE,Rohrbach,100
4938,339,BE,Rohrbachgraben,100
4933,340,BE,Rütschelen,100
4911,341,BE,Schwarzhäusern,100
4922,342,BE,Bützberg,100
4922,342,BE,Thunstetten,100
4937,344,BE,Ursenbach,100
4923,345,BE,Wynau,100
3004,351,BE,Bern,100
3005,351,BE,Bern,100
3006,351,BE,Bern,100
3007,351,BE,Bern,100
3008,351,BE,Bern,100
3010,351,BE,Bern,100
3011,351,BE,Bern,100
3012,351,BE,Bern,100
3013,351,BE,Bern,100
3014,351,BE,Bern,100
3015,351,BE,Bern,100
3018,351,BE,Bern,100
3019,351,BE,Bern,100
3020,351,BE,Bern,100
3027,351,BE,Bern,100
3065,352,BE,Bolligen,100
3047,353,BE,Bremgarten b. Bern,100
3037,354,BE,Herrenschwanden,100
3038,354,BE,Kirchlindach,100
3084,355,BE,Wabern,100
3095,355,BE,Spiegel b. Bern,100
3097,355,BE,Liebefeld,100
3098,355,BE,Köniz,100
3098,355,BE,Köniz,100
3098,355,BE,Schliern b. Köniz,100
3144,355,BE,Gasel,100
3145,355,BE,Niederscherli,100
3147,355,BE,Mittelhäusern,100
3172,355,BE,Niederwangen b. Bern,100
3173,355,BE,Oberwangen b. Bern,100
3174,355,BE,Thörishaus,100
3073,356,BE,Gümligen,100
3074,356,BE,Muri b. Bern,100
3096,357,BE,Oberbalm,100
3066,358,BE,Stettlen,100
3067,359,BE,Boll,100
3068,359,BE,Utzigen,100
3032,360,BE,Hinterkappelen,100
3033,360,BE,Wohlen b. Bern,100
3034,360,BE,Murzelen,100
3043,360,BE,Uettligen,100
3044,360,BE,Innerberg,100
3049,360,BE,Säriswil,100
3052,361,BE,Zollikofen,100
3048,362,BE,Worblaufen,100
3063,362,BE,Ittigen,100
3072,363,BE,Ostermundigen,100
2502,371,BE,Biel/Bienne,100
2503,371,BE,Biel/Bienne,100
2504,371,BE,Biel/Bienne,100
2505,371,BE,Biel/Bienne,100
2532,372,BE,Magglingen/Macolin,100
2533,372,BE,Evilard,100
3296,381,BE,Arch,100
3263,382,BE,Büetigen,100
3294,383,BE,Büren an der Aare,100
3264,385,BE,Diessbach b. Büren,100
3293,386,BE,Dotzigen,100
2543,387,BE,Lengnau BE,100
3297,388,BE,Leuzigen,100
3294,389,BE,Meienried,100
2554,390,BE,Meinisberg,100
3298,391,BE,Oberwil b. Büren,100
2542,392,BE,Pieterlen,100
3295,393,BE,Rüti b. Büren,100
3251,394,BE,Wengi b. Büren,100
3426,401,BE,Aefligen,100
3473,402,BE,Alchenstorf,100
3323,403,BE,Bäriswil BE,100
3400,404,BE,Burgdorf,100
3423,405,BE,Ersigen,100
3424,405,BE,Niederösch,100
3424,405,BE,Oberösch,100
3415,406,BE,Hasle b. Burgdorf,100
3415,406,BE,Schafhausen im Emmental,100
3419,406,BE,Biembach im Emmental,100
3412,407,BE,Heimiswil,100
3413,407,BE,Kaltacker,100
3429,408,BE,Hellsau,100
3324,409,BE,Hindelbank,100
3324,409,BE,Mötschwil,100
3429,410,BE,Höchstetten,100
3309,411,BE,Kernenried,100
3422,412,BE,Kirchberg BE,100
3425,413,BE,Koppigen,100
3325,414,BE,Hettiswil b. Hindelbank,100
3326,414,BE,Krauchthal,100
3421,415,BE,Lyssach,100
3414,418,BE,Oberburg,100
3421,418,BE,Lyssach,100
3422,420,BE,Rüdtligen,100
3422,420,BE,Alchenflüh,100
3472,421,BE,Rumendingen,100
3421,422,BE,Rüti b. Lyssach,100
3425,423,BE,Willadingen,100
3472,424,BE,Wynigen,100
3474,424,BE,Rüedisbach,100
2606,431,BE,Corgémont,100
2610,432,BE,Mont-Crosin,100
2612,432,BE,Cormoret,100
2607,433,BE,Cortébert,100
2608,433,BE,Montagne-de-Courtelary,100
2608,434,BE,Courtelary,100
2333,435,BE,La Ferrière,100
2333,435,BE,La Cibourg,100
2723,437,BE,Mont-Tramelan,100
2534,438,BE,Orvin,100
2534,438,BE,Les Prés-d'Orvin,100
2616,441,BE,Renan BE,100
2616,441,BE,La Cibourg,100
2538,442,BE,Romont BE,100
2610,443,BE,St-Imier,100
2610,443,BE,Mont-Soleil,100
2610,443,BE,Les Pontins,100
2605,444,BE,Sonceboz-Sombeval,100
2615,445,BE,Sonvilier,100
2615,445,BE,Montagne-de-Sonvilier,100
2720,446,BE,Tramelan,100
2722,446,BE,Les Reussilles,100
2613,448,BE,Villeret,100
2535,449,BE,Frinvillier,100
2536,449,BE,Plagne,100
2537,449,BE,Vauffelin,100
2603,450,BE,Péry,100
2604,450,BE,La Heutte,100
3237,491,BE,Brüttelen,100
3235,492,BE,Erlach,100
2577,493,BE,Finsterhennen,100
3238,494,BE,Gals,100
3236,495,BE,Gampelen,100
3232,496,BE,Ins,100
2576,497,BE,Lüscherz,100
3225,498,BE,Müntschemier,100
2577,499,BE,Siselen BE,100
3226,500,BE,Treiten,100
3233,501,BE,Tschugg,100
3234,502,BE,Vinelz,100
3315,533,BE,Bätterkinden,100
3315,533,BE,Kräiligen,100
3053,535,BE,Deisswil b. Münchenbuchsee,100
3053,536,BE,Diemerswil,100
3306,538,BE,Etzelkofen,100
3308,538,BE,Grafenried,100
3309,538,BE,Zauggenried,100
3312,538,BE,Fraubrunnen,100
3313,538,BE,Büren zum Hof,100
3314,538,BE,Schalunen,100
3317,538,BE,Limpach,100
3317,538,BE,Mülchi,100
3303,540,BE,Jegenstorf,100
3303,540,BE,Münchringen,100
3303,540,BE,Ballmoos,100
3305,540,BE,Scheunen,100
3305,541,BE,Iffwil,100
3322,543,BE,Mattstetten,100
3302,544,BE,Moosseedorf,100
3053,546,BE,Münchenbuchsee,100
3322,551,BE,Urtenen-Schönbühl,100
3427,552,BE,Utzenstorf,100
3053,553,BE,Wiggiswil,100
3428,554,BE,Wiler b. Utzenstorf,100
4564,556,BE,Zielebach,100
3303,557,BE,Zuzwil BE,100
3715,561,BE,Adelboden,100
3703,562,BE,Aeschi b. Spiez,100
3703,562,BE,Aeschiried,100
3711,562,BE,Emdthal,100
3714,563,BE,Frutigen,100
3724,563,BE,Ried (Frutigen),100
3725,563,BE,Achseten,100
3716,564,BE,Kandergrund,100
3717,564,BE,Blausee-Mitholz,100
3718,565,BE,Kandersteg,100
3704,566,BE,Krattigen,100
3711,567,BE,Mülenen,100
3713,567,BE,Reichenbach im Kandertal,100
3714,567,BE,Wengi b. Frutigen,100
3722,567,BE,Scharnachtal,100
3723,567,BE,Kiental,100
3800,571,BE,Sundlauenen,100
3803,571,BE,Beatenberg,100
3806,572,BE,Bönigen b. Interlaken,100
3855,573,BE,Brienz BE,100
3855,573,BE,Axalp,100
3856,574,BE,Brienzwiler,100
3707,575,BE,Därligen,100
3816,576,BE,Burglauenen,100
3818,576,BE,Grindelwald,100
3814,577,BE,Gsteigwiler,100
3812,578,BE,Wilderswil,100
3815,578,BE,Zweilütschinen,100
3815,578,BE,Gündlischwand,100
3804,579,BE,Habkern,100
3858,580,BE,Hofstetten b. Brienz,100
3800,581,BE,Interlaken,100
3807,582,BE,Iseltwald,100
3822,584,BE,Lauterbrunnen,100
3822,584,BE,Isenfluh,100
3823,584,BE,Wengen,100
3823,584,BE,Kleine Scheidegg,100
3823,584,BE,Eigergletscher,100
3824,584,BE,Stechelberg,100
3825,584,BE,Mürren,100
3826,584,BE,Gimmelwald,100
3706,585,BE,Leissigen,100
3816,586,BE,Lütschental,100
3800,587,BE,Matten b. Interlaken,100
3853,588,BE,Niederried b. Interlaken,100
3854,589,BE,Oberried am Brienzersee,100
3805,590,BE,Goldswil b. Interlaken,100
3852,590,BE,Ringgenberg BE,100
3813,591,BE,Saxeten,100
3855,592,BE,Schwanden b. Brienz,100
3800,593,BE,Unterseen,100
3812,594,BE,Wilderswil,100
3508,602,BE,Arni BE,100
3507,603,BE,Biglen,100
3533,605,BE,Bowil,100
3671,606,BE,Brenzikofen,100
3510,607,BE,Freimettigen,100
3082,608,BE,Schlosswil,100
3506,608,BE,Grosshöchstetten,100
3510,609,BE,Häutligen,100
3671,610,BE,Herbligen,100
3629,611,BE,Kiesen,100
3503,612,BE,Gysenstein,100
3510,612,BE,Konolfingen,100
3434,613,BE,Obergoldbach,100
3434,613,BE,Landiswil,100
3673,614,BE,Linden,100
3532,615,BE,Mirchel,100
3083,616,BE,Trimstein,100
3110,616,BE,Münsingen,100
3111,616,BE,Tägertschi,100
3504,617,BE,Niederhünigen,100
3672,619,BE,Oberdiessbach,100
3672,619,BE,Aeschlen b. Oberdiessbach,100
3674,619,BE,Bleiken b. Oberdiessbach,100
3531,620,BE,Oberthal,100
3629,622,BE,Oppligen,100
3113,623,BE,Rubigen,100
3512,626,BE,Walkringen,100
3513,626,BE,Bigenthal,100
3075,627,BE,Rüfenacht BE,100
3075,627,BE,Vielbringen b. Worb,100
3076,627,BE,Worb,100
3077,627,BE,Enggistein,100
3078,627,BE,Richigen,100
3532,628,BE,Zäziwil,100
3504,629,BE,Oberhünigen,100
3112,630,BE,Allmendingen b. Bern,100
3114,632,BE,Wichtrach,100
3206,662,BE,Rizenbach,100
3206,662,BE,Ferenbalm,100
3206,662,BE,Biberen,100
3206,662,BE,Gammen,100
3202,663,BE,Frauenkappelen,100
3208,665,BE,Gurbrü,100
3179,666,BE,Kriechenwil,100
3177,667,BE,Laupen BE,100
3203,668,BE,Mühleberg,100
3204,668,BE,Rosshäusern,100
3205,668,BE,Gümmenen,100
1797,669,BE,Münchenwiler,100
3176,670,BE,Neuenegg,100
3207,671,BE,Wileroltigen,100
2744,681,BE,Belprahon,100
2735,683,BE,Champoz,100
2747,687,BE,Corcelles BE,100
2738,690,BE,Court,100
2746,691,BE,Crémines,100
2743,692,BE,Eschert,100
2745,694,BE,Grandval,100
2732,696,BE,Loveresse,100
2740,700,BE,Moutier,100
2742,701,BE,Perrefitte,100
2732,703,BE,Reconvilier,100
2762,704,BE,Roches BE,100
2712,706,BE,Le Fuet,100
2713,706,BE,Bellelay,100
2732,706,BE,Saicourt,100
2732,707,BE,Saules BE,100
2827,708,BE,Schelten,100
2747,709,BE,Seehof,100
2736,711,BE,Sorvilier,100
2710,713,BE,Tavannes,100
2720,713,BE,La Tanne,100
2717,715,BE,Rebévelier,100
2715,716,BE,Châtelat,100
2715,716,BE,Monible,100
2716,716,BE,Sornetan,100
2717,716,BE,Fornet-Dessous,100
2748,716,BE,Souboz,100
2748,716,BE,Les Ecorcheresses,100
2733,717,BE,Pontenet,100
2735,717,BE,Bévilard,100
2735,717,BE,Malleray,100
2520,723,BE,La Neuveville,100
2518,724,BE,Nods,100
2515,726,BE,Prêles,100
2516,726,BE,Lamboing,100
2517,726,BE,Diesse,100
2558,731,BE,Aegerten,100
2564,732,BE,Bellmund,100
2555,733,BE,Brügg BE,100
3274,734,BE,Bühl b. Aarberg,100
3272,735,BE,Epsach,100
2575,736,BE,Hagneck,100
3274,737,BE,Hermrigen,100
2565,738,BE,Jens,100
2563,739,BE,Ipsach,100
2514,740,BE,Ligerz,100
3274,741,BE,Merzligen,100
2572,742,BE,Mörigen,100
2560,743,BE,Nidau,100
2552,744,BE,Orpund,100
2562,745,BE,Port,100
2553,746,BE,Safnern,100
2556,747,BE,Scheuren,100
2556,748,BE,Schwadernau,100
2557,749,BE,Studen BE,100
2572,750,BE,Sutz,100
2575,751,BE,Täuffelen,100
2575,751,BE,Gerolfingen,100
3272,754,BE,Walperswil,100
3252,755,BE,Worben,100
2512,756,BE,Tüscherz-Alfermée,100
2513,756,BE,Twann,100
3763,761,BE,Därstetten,100
3764,761,BE,Weissenburg,100
3753,762,BE,Oey,100
3754,762,BE,Diemtigen,100
3755,762,BE,Horboden,100
3756,762,BE,Zwischenflüh,100
3757,762,BE,Schwenden im Diemtigtal,100
3758,763,BE,Latterbach,100
3762,763,BE,Erlenbach im Simmental,100
3765,766,BE,Oberwil im Simmental,100
3647,767,BE,Reutigen,100
3646,768,BE,Einigen,100
3700,768,BE,Spiez,100
3702,768,BE,Hondrich,100
3705,768,BE,Faulensee,100
3752,769,BE,Wimmis,100
3631,770,BE,Höfen b. Thun,100
3632,770,BE,Niederstocken,100
3632,770,BE,Oberstocken,100
3864,782,BE,Guttannen,100
6083,783,BE,Hasliberg Hohfluh,100
6084,783,BE,Hasliberg Wasserwendi,100
6085,783,BE,Hasliberg Goldern,100
6086,783,BE,Hasliberg Reuti,100
3862,784,BE,Innertkirchen,100
3863,784,BE,Gadmen,100
3857,785,BE,Unterbach BE,100
3860,785,BE,Meiringen,100
3860,785,BE,Brünig,100
3860,786,BE,Rosenlaui,100
3860,786,BE,Schattenhalb,100
3766,791,BE,Boltigen,100
3775,792,BE,Lenk im Simmental,100
3772,793,BE,St. Stephan,100
3773,793,BE,Matten (St. Stephan),100
3770,794,BE,Zweisimmen,100
3771,794,BE,Blankenburg,100
3776,794,BE,Oeschseite,100
3784,841,BE,Feutersoey,100
3785,841,BE,Gsteig b. Gstaad,100
3782,842,BE,Lauenen b. Gstaad,100
1657,843,BE,Abländschen,100
3777,843,BE,Saanenmöser,100
3778,843,BE,Schönried,100
3780,843,BE,Gstaad,100
3781,843,BE,Turbach,100
3783,843,BE,Grund b. Gstaad,100
3792,843,BE,Saanen,100
1738,852,BE,Sangernboden,100
3156,852,BE,Riffenmatt,100
3158,852,BE,Guggisberg,100
3159,852,BE,Riedstätt,100
3153,853,BE,Rüschegg Gambach,100
3154,853,BE,Rüschegg Heubach,100
3148,855,BE,Lanzenhäusern,100
3150,855,BE,Schwarzenburg,100
3152,855,BE,Mamishaus,100
3157,855,BE,Milken,100
3183,855,BE,Albligen,100
3123,861,BE,Belp,100
3124,861,BE,Belpberg,100
3664,863,BE,Burgistein,100
3115,866,BE,Gerzensee,100
3663,867,BE,Gurzelen,100
3629,868,BE,Jaberg,100
3126,869,BE,Kaufdorf,100
3122,870,BE,Kehrsatz,100
3116,872,BE,Kirchdorf BE,100
3116,872,BE,Mühledorf BE,100
3116,872,BE,Noflen BE,100
3126,872,BE,Gelterfingen,100
3087,877,BE,Niedermuhlern,100
3099,879,BE,Rüti b. Riggisberg,100
3128,879,BE,Rümligen,100
3132,879,BE,Riggisberg,100
3088,880,BE,Rüeggisberg,100
3088,880,BE,Oberbütschel,100
3089,880,BE,Hinterfultigen,100
3155,880,BE,Helgisried-Rohrbach,100
3662,883,BE,Seftigen,100
3125,884,BE,Toffen,100
3628,885,BE,Uttigen,100
3665,886,BE,Wattenwil,100
3086,888,BE,Zimmerwald,100
3086,888,BE,Englisberg,100
3127,889,BE,Mühlethurnen,100
3127,889,BE,Lohnstorf,100
3128,889,BE,Kirchenthurnen,100
3536,901,BE,Aeschau,100
3537,901,BE,Eggiwil,100
3550,902,BE,Langnau im Emmental,100
3551,902,BE,Oberfrittenbach,100
3552,902,BE,Bärau,100
3553,902,BE,Gohl,100
3438,903,BE,Lauperswil,100
3543,903,BE,Emmenmatt,100
3538,904,BE,Röthenbach im Emmental,100
3433,905,BE,Schwanden im Emmental,100
3436,905,BE,Zollbrück,100
3437,905,BE,Rüderswil,100
6197,906,BE,Schangnau,100
3534,907,BE,Signau,100
3535,907,BE,Schüpbach,100
3556,908,BE,Trub,100
3557,908,BE,Fankhaus (Trub),100
3555,909,BE,Trubschachen,100
3633,921,BE,Amsoldingen,100
3638,922,BE,Blumenstein,100
3615,923,BE,Heimenschwand,100
3619,924,BE,Eriz,100
